37.79285,-122.40381,1212680963
37.78531,-122.40523,1212680317
37.61501,-122.39013,1212678217
37.77463,-122.40977,1212679297
37.78929,-122.41064,1212681171
37.78755,-122.41348,1212679046
37.7932,-122.39849,1212681446
37.79953,-122.43152,1212680542
37.75923,-122.43614,1212680978
37.78397,-122.42108,1212679958
37.78517,-122.40012,1212679346
37.79006,-122.42196,1212679598
37.7874,-122.4149,1212681482
37.75052,-122.41826,1212680689
37.75562,-122.41626,1212680192
37.75045,-122.415,1212678995
37.79013,-122.39651,1212681361
37.7748,-122.48436,1212680004
37.77447,-122.42246,1212680680
37.74523,-122.42858,1212679647
37.76149,-122.42525,1212678118
37.78659,-122.40217,1212681035
37.78763,-122.41364,1212680397
37.79497,-122.40486,1212679417
37.78607,-122.41806,1212678780
37.78655,-122.41463,1212680885
37.7878,-122.4554,1212679373
37.79233,-122.41089,1212680262
37.78762,-122.40824,1212679219
37.79217,-122.401,1212680178
37.7873,-122.41493,1212678434
37.78688,-122.39977,1212678602
37.78631,-122.41164,1212681255
37.80047,-122.41052,1212680140
37.75451,-122.43419,1212678609
37.77722,-122.45873,1212681148
37.77693,-122.39472,1212679646
37.79806,-122.44396,1212678236
37.76414,-122.41969,1212680392
37.78721,-122.40377,1212681332
37.77652,-122.44129,1212680541
37.76215,-122.4194,1212679422
37.73005,-122.40307,1212678340
37.79605,-122.44039,1212678803
37.79458,-122.4006,1212679446
37.79855,-122.41684,1212678698
37.78949,-122.42912,1212678669
37.78451,-122.40856,1212681115
37.79558,-122.42003,1212680378
37.78633,-122.45357,1212681593
37.78753,-122.40814,1212680635
37.79237,-122.41112,1212679525
37.61563,-122.39773,1212679517
37.77854,-122.41524,1212681403
37.77144,-122.43701,1212680051
37.79123,-122.41559,1212678098
37.78433,-122.40822,1212680925
37.79161,-122.43273,1212679073
37.786,-122.41086,1212678169
37.764,-122.46621,1212681243
37.78604,-122.41043,1212679852
37.80025,-122.42259,1212678115
37.75706,-122.50353,1212681154
37.7965,-122.39569,1212678593
37.7937,-122.39758,1212678136
37.78967,-122.42197,1212680977
37.79447,-122.39494,1212680503
37.7749,-122.3944,1212679427
37.62644,-122.40169,1212680850
37.78637,-122.40448,1212681247
37.79492,-122.40501,1212680450
37.79928,-122.41815,1212678847
37.78475,-122.40894,1212679797
37.7231,-122.40182,1212678414
37.7916,-122.40733,1212679752
37.78168,-122.43799,1212681151
37.77163,-122.4344,1212680254
37.79177,-122.41899,1212678647
37.79464,-122.42549,1212680768
37.76975,-122.44908,1212678815
37.78826,-122.41021,1212681274
37.78571,-122.40968,1212680768
37.79467,-122.41307,1212680867
37.79226,-122.41099,1212679859
37.78724,-122.44636,1212678342
37.78877,-122.42785,1212681434
37.78976,-122.41235,1212680303
37.79088,-122.41076,1212680079
37.79491,-122.41546,1212679237
37.79519,-122.405,1212678219
37.76944,-122.43005,1212679428
37.74941,-122.42257,1212681286
37.77655,-122.44087,1212679173
37.79484,-122.43057,1212678810
37.75224,-122.3985,1212681037
37.80197,-122.43878,1212679879
37.77659,-122.39539,1212678767
37.79291,-122.42432,1212680787
37.74996,-122.44274,1212679151
37.78555,-122.405,1212680632
37.80588,-122.41839,1212679526
37.79301,-122.39698,1212678959
37.74618,-122.42238,1212679831
37.74068,-122.42185,1212678396
37.78984,-122.43573,1212681259
37.75614,-122.43359,1212679848
37.61886,-122.39902,1212680060
37.78809,-122.41028,1212680918
37.78618,-122.4218,1212680514
37.79077,-122.3969,1212678380
37.78539,-122.40013,1212680299
37.78169,-122.40479,1212680531
37.80695,-122.41841,1212679570
37.80106,-122.43646,1212678042
37.79281,-122.43181,1212678462
37.78202,-122.42033,1212680242
37.7861,-122.41096,1212679749
37.71779,-122.45124,1212679572
37.75366,-122.39073,1212681254
37.7797,-122.4739,1212679612
37.79446,-122.40917,1212681108
37.79568,-122.42854,1212679149
37.78708,-122.40476,1212679083
37.78651,-122.4112,1212678133
37.79942,-122.40882,1212681187
37.77523,-122.41435,1212680243
37.78665,-122.40973,1212679524
37.79903,-122.42581,1212681250
37.78942,-122.40708,1212680345
37.7887,-122.40857,1212678895
37.77222,-122.44569,1212681510
37.71905,-122.48197,1212679546
37.76572,-122.43533,1212680222
37.74285,-122.42302,1212679141
37.77915,-122.46239,1212681104
37.77731,-122.48669,1212680562
37.75627,-122.44443,1212679585
37.79229,-122.41076,1212681572
37.78772,-122.40826,1212680948
37.78659,-122.4147,1212679699
37.78499,-122.40525,1212680400
37.75126,-122.42737,1212678285
37.75924,-122.43477,1212680368
37.72542,-122.43437,1212679504
37.79019,-122.41635,1212680089
37.79443,-122.4007,1212678317
